verse;English;Basque;gloss;marker;allomorph;case;role;noun-class;remarks_morph;remarks_sem;text;author;year;century;period;place;dialect;
(Mark 6,17);For Herod himself had sent forth and laid hold upon John, and bound him in prison for Herodias' sake, his brother Philip's wife: for he had married her.;Ezi, Herodesek Johane bahitü eta presontegian esteki züan, Herodiasengatik. Herodias Herodesen anai Filiperen emaztea zen, bena Herodesek bere emaztetako hartü züan. ;;gatik;;CAUS;Cause;person;;negative;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 6,17);For Herod himself had sent forth and laid hold upon John, and bound him in prison for Herodias' sake, his brother Philip's wife: for he had married her.;Ezi, Herodesek Johane bahitü eta presontegian esteki züan, Herodiasengatik. Herodias Herodesen anai Filiperen emaztea zen, bena Herodesek bere emaztetako hartü züan. ;;tako;;ESS;Quality;kinship;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 6,19);"Therefore Herodias had a quarrel against him, and would have killed him; but she could not:";"Horrengatik, hügü züan Herodiasek Johane eta ero nahi zükean; bena ezin züan, ";;gatik;;CAUS;Cause;state_of_affairs;connector;negative;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 6,26);"And the king was exceeding sorry; yet for his oath's sake, and for their sakes which sat with him, he would not reject her.";Goibeltü zen erregea, bena mahaikideen aitzinean egin zinarengatik, ez zeion ükatü nahi üken.;;gatik;;CAUS;Motive;abstract;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 6,37);Shall we go and buy two hundred pennyworth of bread, and give them to eat?;Jesüsek ihardetsi zeien: «Eman zühauek jatera.» Haiek, ordüan: «Berrehün denarioren ogiaren erostera joanen ote gira, arren, horier jatera emaiteko?»;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 7,5);Then the Pharisees and scribes asked him, Why walk not thy disciples according to the tradition of the elders, but eat bread with unwashen hands?;Horik hola galto hau egin zeioen farisauek eta lege irakasleek Jesüsi: «Zergatik ez düe zure dizipülüek zaharren ohidüra begiratzen? Nola jaten düe eskü kozatüeki?»;;gatik;;CAUS;Cause;interrogative;;negative;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 7,5);Then the Pharisees and scribes asked him, Why walk not thy disciples according to the tradition of the elders, but eat bread with unwashen hands?;Horik hola galto hau egin zeioen farisauek eta lege irakasleek Jesüsi: «Zergatik ez düe zure dizipülüek zaharren ohidüra begiratzen? Nola jaten düe eskü kozatüeki?»;;Ø;;;Cause;interrogative;;negative;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 7,9);And he said unto them, Full well ye reject the commandment of God, that ye may keep your own tradition.;Eta jarraiki züan: «Aisa baztertzen düzüe Jinkoaren manüa zühauen üsantxak ezarteko!;;ko;;REL;Motive;nominalization;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 7,11);"But ye say, If a man shall say to his father or mother, It is Corban, that is to say, a gift, by whatsoever thou mightest be profited by me; he shall be free.";Züek, aldiz, beste hau diozüe: Norbaitek aitari edo amari erraiten badeio: «Zuri eman behar neikezüna ˝Korban˝ da (hau da, Jinkoarentzat opari)»,;;rentzat;;BEN;Beneficiary;God;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 7,13);Making the word of God of none effect through your tradition, which ye have delivered: and many such like things do ye.;hola, Jinkoaren hitza baliogabe üzten düzüe, züen arteko üsantxengatik. Eta holako hanitx egiten düzüe.»;;gatik;;CAUS;Cause;abstract;;negative;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 7,29);"And he said unto her, For this saying go thy way; the devil is gone out of thy daughter.";Ordüan, Jesüsek: «Zure ele ederrarengatik, zoaza, arren, elki da debrüa zure alabaganik.»;;gatik;;CAUS;Cause;abstract;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,12);And he sighed deeply in his spirit, and saith, Why doth this generation seek after a sign? verily I say unto you, There shall no sign be given unto this generation.;Jesüsek, barnatik hasperen eginez, erran zeien: «Zergatik eta ari da gizaldi hau ezagügarri eske? Egiaz diozüet: Gizaldi honi ez zaio ezagügarririk emanen.»;;gatik;gatik_eta;CAUS;Cause;interrogative;reinforced;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,17);And when Jesus knew it, he saith unto them, Why reason ye, because ye have no bread? perceive ye not yet, neither understand? have ye your heart yet hardened?;Ohartü zen Jesüs eta erran zeien: «Zer ari zirae ogirik ez düzüela eta? Ez düzüe orano entelegatzeko entzüterik? Hain bürügogorrak ote zirae?;what;NOT_APPLY;;;;;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,17);And when Jesus knew it, he saith unto them, Why reason ye, because ye have no bread? perceive ye not yet, neither understand? have ye your heart yet hardened?;Ohartü zen Jesüs eta erran zeien: «Zer ari zirae ogirik ez düzüela eta? Ez düzüe orano entelegatzeko entzüterik? Hain bürügogorrak ote zirae?;;NOT_APPLY;;;;;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,19);When I brake the five loaves among five thousand, how many baskets full of fragments took ye up? They say unto him, Twelve.;bost mila gizonen artean bost ogiak puskakatü nütüanean, zonbat saski bete zünüen ondarreki?» «– Hamabi» ihardetsi zeioen. ;;ren_artean;;CAUS;Distributive;people;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,20);And when the seven among four thousand, how many baskets full of fragments took ye up? And they said, Seven.;«Eta lau mila gizonen artean zazpi ogiak puskakatü nütüanean, zonbat zare bete zünüen ondarreki?» Haiek ihardetsi: «Zazpi.» ;;ren_artean;;CAUS;Distributive;people;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,35);"For whosoever will save his life shall lose it; but whosoever shall lose his life for my sake and the gospel's, the same shall save it.";"Zeren bere bizia begiratü nahi düanak galdüko dü; bere bizia enegatik eta berrihonarengatik galtzen düanak, aldiz, begiratüko dü.";;gatik;;CAUS;Motive;pronoun;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,35);"For whosoever will save his life shall lose it; but whosoever shall lose his life for my sake and the gospel's, the same shall save it.";"Zeren bere bizia begiratü nahi düanak galdüko dü; bere bizia enegatik eta berrihonarengatik galtzen düanak, aldiz, begiratüko dü.";;gatik;;CAUS;Motive;abstract;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,36);For what shall it profit a man, if he shall gain the whole world, and lose his own soul?;Zertarako dü gizakiak mündü güziaren irabaztea, biziaren galtzekotan?;;rako;;DEST;Motive;interrogative;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,38);"Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels.";Beraz, norbait, gizaldi hizjale eta bühürri honen aitzinean, nitzaz eta ene mezüaz ahalketze bada, Gizonaren Semea ere hartzaz ahalketüren da, bere Aitaren aintzaz beterik aingürü saintüeki jinen denean.»;;z;;INS;Cause;pronoun;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,38);"Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels.";Beraz, norbait, gizaldi hizjale eta bühürri honen aitzinean, nitzaz eta ene mezüaz ahalketze bada, Gizonaren Semea ere hartzaz ahalketüren da, bere Aitaren aintzaz beterik aingürü saintüeki jinen denean.»;;z;;INS;Cause;abstract;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 8,38);"Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels.";Beraz, norbait, gizaldi hizjale eta bühürri honen aitzinean, nitzaz eta ene mezüaz ahalketze bada, Gizonaren Semea ere hartzaz ahalketüren da, bere Aitaren aintzaz beterik aingürü saintüeki jinen denean.»;;z;;INS;Cause;pronoun;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 9,5);"And Peter answered and said to Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elias.";Petirik erran zeion Jesüsi: «Erakasle Jauna, zoin ederki giren heben! Zergatik ez egin hiru etxola: bata zuretako, bestea Moisesentako eta bestea Eliasentako?»;;rentako;;BEN;Beneficiary;pronoun;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 9,5);"And Peter answered and said to Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elias.";Petirik erran zeion Jesüsi: «Erakasle Jauna, zoin ederki giren heben! Zergatik ez egin hiru etxola: bata zuretako, bestea Moisesentako eta bestea Eliasentako?»;;rentako;;BEN;Beneficiary;person;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 9,5);"And Peter answered and said to Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elias.";Petirik erran zeion Jesüsi: «Erakasle Jauna, zoin ederki giren heben! Zergatik ez egin hiru etxola: bata zuretako, bestea Moisesentako eta bestea Eliasentako?»;;rentako;;BEN;Beneficiary;person;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 9,11);And they asked him, saying, Why say the scribes that Elias must first come?;Eta galtatü zeioen: «Zergatik dioe lege irakasleek lehenik Eliasek jin behar düala?»;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 9,12);"And he answered and told them, Elias verily cometh first, and restoreth all things; and how it is written of the Son of man, that he must suffer many things, and be set at nought.";Jesüsek ihardetsi: «Lehenik Eliasek jin eta dena arraberritü behar balin badü, nolatan dioe Libürü Saintüek Gizonaren Semeak hanitx egari behar düala eta pustatürik izan?;;n;;INE;Cause;interrogative;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 9,28);And when he was come into the house, his disciples asked him privately, Why could not we cast him out?;Jesüs etxen sartu zenean, dizipülüek berez galtatü zeioen: «Eta gük, zergatik ezin üken dügü aizatü ezpiritü hori?»;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 9,37);Whosoever shall receive one of such children in my name, receiveth me: and whosoever shall receive me, receiveth not me, but him that sent me.;«Holako haur bat ene izenean honartzen düanak ni honartzen naü eta ni honartzen naüanak, ez naü ni honartzen, bena ni igorri naüana.»;;ren_izenean;;CAUS;Behalf;pronoun;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 10,7);"For this cause shall a man leave his father and mother, and cleave to his wife;";horrengatik, gizonak bere aitamak ütziko dütü eta emazteari alkartüko zaio;;gatik;;CAUS;Cause;state_of_affairs;connector;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 10,11);And he saith unto them, Whosoever shall put away his wife, and marry another, committeth adultery against her.;"«Bere emaztea ützi eta beste bat hartzen düanak adulterio egiten dü lehenaren kontre;";;ren_kontra;ren_kontre;postp;Maleficiary;pronoun;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 10,18);And Jesus said unto him, Why callest thou me good? there is none good but one, that is, God.;Jesüsek ihardetsi zeion: «Zergatik erraiten deitazü hona? Ihor ez da hon Jinkoaz besterik. ;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
(Mark 10,28);Then Peter began to say unto him, Lo, we have left all, and have followed thee.;Ordüan, Petirik erran zeion Jesüsi: «Hona, gük dena ützi dügü zuri jarraikitzeko.»;;ko;;REL;Motive;nominalization;;;Gospel of Mark - Interconfessional Translation into Souletin Basque;Casenave-Harigile;2002;21;Contemporary;Pays de Soule;Souletin;
